"ID"	"Module.Assignment"	"New.Module.Assignment"
"1768"	"Zt09_chr_1_01979"	"grey"	"M0"
"1769"	"Zt09_chr_1_01980"	"blue"	"M2"
"1770"	"Zt09_chr_1_01981"	"grey"	"M0"
"1771"	"Zt09_chr_1_01982"	"lightcyan"	"M16"
"1772"	"Zt09_chr_1_01983"	"lightcyan"	"M16"
"1773"	"Zt09_chr_1_01984"	"midnightblue"	"M15"
"1774"	"Zt09_chr_1_01985"	"grey"	"M0"
"1775"	"Zt09_chr_1_01987"	"brown"	"M3"
"1776"	"Zt09_chr_1_01988"	"midnightblue"	"M15"
"1777"	"Zt09_chr_1_01989"	"brown"	"M3"
"1778"	"Zt09_chr_1_01990"	"turquoise"	"M1"
"1779"	"Zt09_chr_1_01991"	"red"	"M6"
"1780"	"Zt09_chr_1_01992"	"lightcyan"	"M16"
"1781"	"Zt09_chr_1_01993"	"turquoise"	"M1"
"1782"	"Zt09_chr_1_01994"	"turquoise"	"M1"
"1783"	"Zt09_chr_1_01995"	"lightgreen"	"M18"
"1784"	"Zt09_chr_1_01996"	"blue"	"M2"
"1785"	"Zt09_chr_1_01997"	"green"	"M5"
"1786"	"Zt09_chr_1_01998"	"green"	"M5"
"1787"	"Zt09_chr_1_01999"	"darkorange"	"M26"
"1788"	"Zt09_chr_1_02000"	"grey"	"M0"
"1789"	"Zt09_chr_1_02002"	"midnightblue"	"M15"
"1790"	"Zt09_chr_1_02003"	"turquoise"	"M1"
"1791"	"Zt09_chr_1_02005"	"green"	"M5"
"1792"	"Zt09_chr_1_02006"	"pink"	"M8"
"1793"	"Zt09_chr_1_02007"	"midnightblue"	"M15"
"1794"	"Zt09_chr_1_02008"	"midnightblue"	"M15"
"1795"	"Zt09_chr_1_02009"	"grey"	"M0"
"1796"	"Zt09_chr_1_02010"	"cyan"	"M14"
"1797"	"Zt09_chr_1_02011"	"green"	"M5"
"1798"	"Zt09_chr_1_02013"	"darkturquoise"	"M23"
"1799"	"Zt09_chr_1_02014"	"midnightblue"	"M15"
"1800"	"Zt09_chr_1_02015"	"grey"	"M0"
"1801"	"Zt09_chr_1_02017"	"greenyellow"	"M11"
"1802"	"Zt09_chr_1_02018"	"purple"	"M10"
"1803"	"Zt09_chr_1_02019"	"turquoise"	"M1"
"1804"	"Zt09_chr_1_02020"	"darkgreen"	"M22"
"1805"	"Zt09_chr_1_02021"	"green"	"M5"
"1806"	"Zt09_chr_1_02022"	"brown"	"M3"
"1807"	"Zt09_chr_1_02023"	"greenyellow"	"M11"
"1808"	"Zt09_chr_1_02024"	"blue"	"M2"
"1809"	"Zt09_chr_1_02025"	"greenyellow"	"M11"
"1810"	"Zt09_chr_1_02026"	"grey"	"M0"
"1811"	"Zt09_chr_1_02027"	"grey"	"M0"
"1812"	"Zt09_chr_1_02028"	"grey"	"M0"
"1813"	"Zt09_chr_1_02030"	"purple"	"M10"
"1814"	"Zt09_chr_1_02031"	"brown"	"M3"
"1815"	"Zt09_chr_1_02032"	"grey"	"M0"
"1816"	"Zt09_chr_1_02033"	"turquoise"	"M1"
"1817"	"Zt09_chr_1_02034"	"red"	"M6"
"1818"	"Zt09_chr_1_02035"	"brown"	"M3"
"1819"	"Zt09_chr_1_02036"	"red"	"M6"
"1820"	"Zt09_chr_1_02037"	"brown"	"M3"
"1821"	"Zt09_chr_1_02038"	"grey"	"M0"
"1822"	"Zt09_chr_1_02039"	"grey"	"M0"
"1823"	"Zt09_chr_1_02041"	"midnightblue"	"M15"
"1824"	"Zt09_chr_1_02042"	"grey"	"M0"
"1825"	"Zt09_chr_1_02043"	"lightgreen"	"M18"
"1826"	"Zt09_chr_1_02044"	"red"	"M6"
"1827"	"Zt09_chr_1_02045"	"midnightblue"	"M15"
"1828"	"Zt09_chr_1_02046"	"turquoise"	"M1"
"1829"	"Zt09_chr_1_02047"	"grey"	"M0"
"1830"	"Zt09_chr_1_02048"	"darkgrey"	"M24"
"1831"	"Zt09_chr_1_02049"	"green"	"M5"
"1832"	"Zt09_chr_1_02050"	"lightgreen"	"M18"
"1833"	"Zt09_chr_1_02051"	"greenyellow"	"M11"
"1834"	"Zt09_chr_1_02052"	"turquoise"	"M1"
"1835"	"Zt09_chr_1_02053"	"red"	"M6"
"1836"	"Zt09_chr_1_02056"	"turquoise"	"M1"
"1837"	"Zt09_chr_1_02057"	"darkgreen"	"M22"
"1838"	"Zt09_chr_1_02058"	"grey"	"M0"
"1839"	"Zt09_chr_1_02059"	"grey"	"M0"
"1840"	"Zt09_chr_1_02060"	"brown"	"M3"
"1841"	"Zt09_chr_1_02064"	"brown"	"M3"
"1842"	"Zt09_chr_1_02065"	"salmon"	"M13"
"1843"	"Zt09_chr_1_02066"	"midnightblue"	"M15"
"1844"	"Zt09_chr_1_02067"	"darkturquoise"	"M23"
"1845"	"Zt09_chr_1_02069"	"green"	"M5"
"1846"	"Zt09_chr_1_02070"	"green"	"M5"
"1847"	"Zt09_chr_1_02071"	"blue"	"M2"
"1848"	"Zt09_chr_1_02072"	"green"	"M5"
"1849"	"Zt09_chr_1_02073"	"blue"	"M2"
"1850"	"Zt09_chr_1_02074"	"pink"	"M8"
"1851"	"Zt09_chr_1_02075"	"grey"	"M0"
"1852"	"Zt09_chr_1_02076"	"grey"	"M0"
"1853"	"Zt09_chr_1_02077"	"brown"	"M3"
"1854"	"Zt09_chr_1_02078"	"brown"	"M3"
"1855"	"Zt09_chr_1_02079"	"grey"	"M0"
"1856"	"Zt09_chr_1_02080"	"midnightblue"	"M15"
"1857"	"Zt09_chr_1_02081"	"pink"	"M8"
"1858"	"Zt09_chr_1_02082"	"brown"	"M3"
"1859"	"Zt09_chr_1_02083"	"grey"	"M0"
"1860"	"Zt09_chr_1_02084"	"pink"	"M8"
"1861"	"Zt09_chr_1_02085"	"turquoise"	"M1"
"1862"	"Zt09_chr_1_02086"	"brown"	"M3"
"1863"	"Zt09_chr_1_02087"	"grey"	"M0"
"1864"	"Zt09_chr_1_02088"	"red"	"M6"
"1865"	"Zt09_chr_1_02089"	"lightgreen"	"M18"
"1866"	"Zt09_chr_1_02090"	"red"	"M6"
"1867"	"Zt09_chr_1_02091"	"green"	"M5"
"1868"	"Zt09_chr_1_02092"	"midnightblue"	"M15"
"1869"	"Zt09_chr_1_02093"	"brown"	"M3"
"1870"	"Zt09_chr_1_02094"	"lightgreen"	"M18"
"1871"	"Zt09_chr_1_02095"	"brown"	"M3"
"1872"	"Zt09_chr_1_02097"	"brown"	"M3"
"1873"	"Zt09_chr_1_02099"	"brown"	"M3"
"1874"	"Zt09_chr_1_02100"	"brown"	"M3"
"1875"	"Zt09_chr_1_02101"	"midnightblue"	"M15"
"1876"	"Zt09_chr_1_02102"	"green"	"M5"
"1877"	"Zt09_chr_1_02105"	"darkgrey"	"M24"
"1878"	"Zt09_chr_1_02108"	"turquoise"	"M1"
"1879"	"Zt09_chr_1_02109"	"turquoise"	"M1"
"1880"	"Zt09_chr_1_02111"	"blue"	"M2"
"1881"	"Zt09_chr_1_02112"	"turquoise"	"M1"
"1882"	"Zt09_chr_1_02113"	"cyan"	"M14"
"1883"	"Zt09_chr_1_02114"	"grey"	"M0"
"1884"	"Zt09_chr_1_02115"	"midnightblue"	"M15"
"1885"	"Zt09_chr_10_00003"	"grey"	"M0"
"1886"	"Zt09_chr_10_00004"	"grey"	"M0"
"1887"	"Zt09_chr_10_00007"	"turquoise"	"M1"
"1888"	"Zt09_chr_10_00013"	"green"	"M5"
"1889"	"Zt09_chr_10_00014"	"pink"	"M8"
"1890"	"Zt09_chr_10_00015"	"pink"	"M8"
"1891"	"Zt09_chr_10_00016"	"pink"	"M8"
"1892"	"Zt09_chr_10_00017"	"grey"	"M0"
"1893"	"Zt09_chr_10_00021"	"cyan"	"M14"
"1894"	"Zt09_chr_10_00022"	"green"	"M5"
"1895"	"Zt09_chr_10_00023"	"lightgreen"	"M18"
"1896"	"Zt09_chr_10_00026"	"green"	"M5"
"1897"	"Zt09_chr_10_00027"	"midnightblue"	"M15"
"1898"	"Zt09_chr_10_00029"	"grey"	"M0"
"1899"	"Zt09_chr_10_00030"	"turquoise"	"M1"
"1900"	"Zt09_chr_10_00031"	"turquoise"	"M1"
"1901"	"Zt09_chr_10_00033"	"pink"	"M8"
"1902"	"Zt09_chr_10_00034"	"grey"	"M0"
"1903"	"Zt09_chr_10_00035"	"turquoise"	"M1"
"1904"	"Zt09_chr_10_00037"	"purple"	"M10"
"1905"	"Zt09_chr_10_00038"	"midnightblue"	"M15"
"1906"	"Zt09_chr_10_00039"	"salmon"	"M13"
"1907"	"Zt09_chr_10_00040"	"midnightblue"	"M15"
"1908"	"Zt09_chr_10_00041"	"red"	"M6"
"1909"	"Zt09_chr_10_00042"	"red"	"M6"
"1910"	"Zt09_chr_10_00043"	"brown"	"M3"
"1911"	"Zt09_chr_10_00044"	"brown"	"M3"
"1912"	"Zt09_chr_10_00045"	"blue"	"M2"
"1913"	"Zt09_chr_10_00046"	"purple"	"M10"
"1914"	"Zt09_chr_10_00047"	"grey"	"M0"
"1915"	"Zt09_chr_10_00048"	"brown"	"M3"
"1916"	"Zt09_chr_10_00049"	"grey"	"M0"
"1917"	"Zt09_chr_10_00050"	"green"	"M5"
"1918"	"Zt09_chr_10_00051"	"lightgreen"	"M18"
"1919"	"Zt09_chr_10_00052"	"grey"	"M0"
"1920"	"Zt09_chr_10_00053"	"midnightblue"	"M15"
"1921"	"Zt09_chr_10_00055"	"grey"	"M0"
"1922"	"Zt09_chr_10_00056"	"greenyellow"	"M11"
"1923"	"Zt09_chr_10_00057"	"turquoise"	"M1"
"1924"	"Zt09_chr_10_00058"	"blue"	"M2"
"1925"	"Zt09_chr_10_00059"	"pink"	"M8"
"1926"	"Zt09_chr_10_00060"	"grey"	"M0"
"1927"	"Zt09_chr_10_00061"	"brown"	"M3"
"1928"	"Zt09_chr_10_00062"	"grey"	"M0"
"1929"	"Zt09_chr_10_00063"	"midnightblue"	"M15"
"1930"	"Zt09_chr_10_00064"	"brown"	"M3"
"1931"	"Zt09_chr_10_00065"	"brown"	"M3"
"1932"	"Zt09_chr_10_00066"	"pink"	"M8"
"1933"	"Zt09_chr_10_00068"	"green"	"M5"
"1934"	"Zt09_chr_10_00069"	"midnightblue"	"M15"
"1935"	"Zt09_chr_10_00070"	"lightgreen"	"M18"
"1936"	"Zt09_chr_10_00071"	"turquoise"	"M1"
"1937"	"Zt09_chr_10_00072"	"grey"	"M0"
"1938"	"Zt09_chr_10_00073"	"red"	"M6"
"1939"	"Zt09_chr_10_00074"	"darkgrey"	"M24"
"1940"	"Zt09_chr_10_00075"	"grey"	"M0"
"1941"	"Zt09_chr_10_00076"	"midnightblue"	"M15"
"1942"	"Zt09_chr_10_00077"	"grey"	"M0"
"1943"	"Zt09_chr_10_00078"	"red"	"M6"
"1944"	"Zt09_chr_10_00079"	"blue"	"M2"
"1945"	"Zt09_chr_10_00080"	"midnightblue"	"M15"
"1946"	"Zt09_chr_10_00081"	"blue"	"M2"
"1947"	"Zt09_chr_10_00082"	"grey"	"M0"
"1948"	"Zt09_chr_10_00083"	"midnightblue"	"M15"
"1949"	"Zt09_chr_10_00084"	"darkgrey"	"M24"
"1950"	"Zt09_chr_10_00085"	"turquoise"	"M1"
"1951"	"Zt09_chr_10_00086"	"turquoise"	"M1"
"1952"	"Zt09_chr_10_00088"	"grey"	"M0"
"1953"	"Zt09_chr_10_00089"	"darkgreen"	"M22"
"1954"	"Zt09_chr_10_00090"	"brown"	"M3"
"1955"	"Zt09_chr_10_00091"	"purple"	"M10"
"1956"	"Zt09_chr_10_00092"	"midnightblue"	"M15"
"1957"	"Zt09_chr_10_00095"	"brown"	"M3"
"1958"	"Zt09_chr_10_00096"	"brown"	"M3"
"1959"	"Zt09_chr_10_00097"	"grey"	"M0"
"1960"	"Zt09_chr_10_00098"	"brown"	"M3"
"1961"	"Zt09_chr_10_00099"	"brown"	"M3"
"1962"	"Zt09_chr_10_00100"	"brown"	"M3"
"1963"	"Zt09_chr_10_00102"	"darkgrey"	"M24"
"1964"	"Zt09_chr_10_00103"	"brown"	"M3"
"1965"	"Zt09_chr_10_00104"	"greenyellow"	"M11"
"1966"	"Zt09_chr_10_00105"	"greenyellow"	"M11"
"1967"	"Zt09_chr_10_00106"	"grey"	"M0"
"1968"	"Zt09_chr_10_00107"	"green"	"M5"
"1969"	"Zt09_chr_10_00108"	"lightgreen"	"M18"
"1970"	"Zt09_chr_10_00109"	"purple"	"M10"
"1971"	"Zt09_chr_10_00111"	"lightgreen"	"M18"
"1972"	"Zt09_chr_10_00112"	"lightcyan"	"M16"
"1973"	"Zt09_chr_10_00113"	"grey"	"M0"
"1974"	"Zt09_chr_10_00114"	"turquoise"	"M1"
"1975"	"Zt09_chr_10_00115"	"salmon"	"M13"
"1976"	"Zt09_chr_10_00116"	"darkgrey"	"M24"
"1977"	"Zt09_chr_10_00117"	"brown"	"M3"
"1978"	"Zt09_chr_10_00118"	"green"	"M5"
"1979"	"Zt09_chr_10_00120"	"greenyellow"	"M11"
"1980"	"Zt09_chr_10_00123"	"grey"	"M0"
"1981"	"Zt09_chr_10_00125"	"pink"	"M8"
"1982"	"Zt09_chr_10_00126"	"lightcyan"	"M16"
"1983"	"Zt09_chr_10_00127"	"grey"	"M0"
"1984"	"Zt09_chr_10_00128"	"grey"	"M0"
"1985"	"Zt09_chr_10_00129"	"grey"	"M0"
"1986"	"Zt09_chr_10_00132"	"blue"	"M2"
"1987"	"Zt09_chr_10_00133"	"darkgrey"	"M24"
"1988"	"Zt09_chr_10_00134"	"grey"	"M0"
"1989"	"Zt09_chr_10_00135"	"pink"	"M8"
"1990"	"Zt09_chr_10_00136"	"greenyellow"	"M11"
"1991"	"Zt09_chr_10_00137"	"brown"	"M3"
"1992"	"Zt09_chr_10_00139"	"green"	"M5"
"1993"	"Zt09_chr_10_00140"	"greenyellow"	"M11"
"1994"	"Zt09_chr_10_00141"	"green"	"M5"
"1995"	"Zt09_chr_10_00142"	"red"	"M6"
"1996"	"Zt09_chr_10_00144"	"turquoise"	"M1"
"1997"	"Zt09_chr_10_00145"	"turquoise"	"M1"
"1998"	"Zt09_chr_10_00146"	"midnightblue"	"M15"
"1999"	"Zt09_chr_10_00147"	"green"	"M5"
"2000"	"Zt09_chr_10_00148"	"grey"	"M0"
"2001"	"Zt09_chr_10_00149"	"darkgrey"	"M24"
"2002"	"Zt09_chr_10_00150"	"brown"	"M3"
"2003"	"Zt09_chr_10_00151"	"darkorange"	"M26"
"2004"	"Zt09_chr_10_00152"	"green"	"M5"
"2005"	"Zt09_chr_10_00153"	"greenyellow"	"M11"
"2006"	"Zt09_chr_10_00154"	"darkgreen"	"M22"
"2007"	"Zt09_chr_10_00155"	"grey"	"M0"
"2008"	"Zt09_chr_10_00156"	"grey"	"M0"
"2009"	"Zt09_chr_10_00157"	"red"	"M6"
"2010"	"Zt09_chr_10_00158"	"grey"	"M0"
"2011"	"Zt09_chr_10_00159"	"greenyellow"	"M11"
"2012"	"Zt09_chr_10_00160"	"blue"	"M2"
"2013"	"Zt09_chr_10_00161"	"darkgreen"	"M22"
"2014"	"Zt09_chr_10_00162"	"turquoise"	"M1"
"2015"	"Zt09_chr_10_00163"	"grey"	"M0"
"2016"	"Zt09_chr_10_00164"	"brown"	"M3"
"2017"	"Zt09_chr_10_00165"	"cyan"	"M14"
"2018"	"Zt09_chr_10_00166"	"turquoise"	"M1"
"2019"	"Zt09_chr_10_00167"	"cyan"	"M14"
"2020"	"Zt09_chr_10_00169"	"lightcyan"	"M16"
"2021"	"Zt09_chr_10_00170"	"blue"	"M2"
"2022"	"Zt09_chr_10_00171"	"darkgreen"	"M22"
"2023"	"Zt09_chr_10_00172"	"grey"	"M0"
"2024"	"Zt09_chr_10_00173"	"brown"	"M3"
"2025"	"Zt09_chr_10_00175"	"pink"	"M8"
"2026"	"Zt09_chr_10_00176"	"darkgreen"	"M22"
"2027"	"Zt09_chr_10_00177"	"grey"	"M0"
"2028"	"Zt09_chr_10_00178"	"turquoise"	"M1"
"2029"	"Zt09_chr_10_00179"	"brown"	"M3"
"2030"	"Zt09_chr_10_00180"	"salmon"	"M13"
"2031"	"Zt09_chr_10_00182"	"darkorange"	"M26"
"2032"	"Zt09_chr_10_00183"	"turquoise"	"M1"
"2033"	"Zt09_chr_10_00184"	"grey"	"M0"
"2034"	"Zt09_chr_10_00185"	"turquoise"	"M1"
"2035"	"Zt09_chr_10_00186"	"turquoise"	"M1"
"2036"	"Zt09_chr_10_00187"	"green"	"M5"
"2037"	"Zt09_chr_10_00188"	"darkorange"	"M26"
"2038"	"Zt09_chr_10_00189"	"turquoise"	"M1"
"2039"	"Zt09_chr_10_00190"	"green"	"M5"
"2040"	"Zt09_chr_10_00191"	"green"	"M5"
"2041"	"Zt09_chr_10_00192"	"midnightblue"	"M15"
"2042"	"Zt09_chr_10_00193"	"grey"	"M0"
"2043"	"Zt09_chr_10_00194"	"salmon"	"M13"
"2044"	"Zt09_chr_10_00195"	"blue"	"M2"
"2045"	"Zt09_chr_10_00196"	"grey"	"M0"
"2046"	"Zt09_chr_10_00197"	"brown"	"M3"
"2047"	"Zt09_chr_10_00198"	"lightcyan"	"M16"
"2048"	"Zt09_chr_10_00199"	"grey"	"M0"
"2049"	"Zt09_chr_10_00200"	"turquoise"	"M1"
"2050"	"Zt09_chr_10_00201"	"green"	"M5"
"2051"	"Zt09_chr_10_00202"	"darkturquoise"	"M23"
"2052"	"Zt09_chr_10_00203"	"green"	"M5"
"2053"	"Zt09_chr_10_00204"	"grey"	"M0"
"2054"	"Zt09_chr_10_00205"	"grey"	"M0"
"2055"	"Zt09_chr_10_00206"	"pink"	"M8"
"2056"	"Zt09_chr_10_00207"	"turquoise"	"M1"
"2057"	"Zt09_chr_10_00208"	"turquoise"	"M1"
"2058"	"Zt09_chr_10_00209"	"greenyellow"	"M11"
"2059"	"Zt09_chr_10_00210"	"grey"	"M0"
"2060"	"Zt09_chr_10_00211"	"brown"	"M3"
"2061"	"Zt09_chr_10_00212"	"green"	"M5"
"2062"	"Zt09_chr_10_00213"	"midnightblue"	"M15"
"2063"	"Zt09_chr_10_00214"	"brown"	"M3"
"2064"	"Zt09_chr_10_00215"	"green"	"M5"
"2065"	"Zt09_chr_10_00216"	"turquoise"	"M1"
"2066"	"Zt09_chr_10_00217"	"midnightblue"	"M15"
"2067"	"Zt09_chr_10_00219"	"grey"	"M0"
"2068"	"Zt09_chr_10_00220"	"green"	"M5"
"2069"	"Zt09_chr_10_00221"	"darkgrey"	"M24"
"2070"	"Zt09_chr_10_00222"	"lightcyan"	"M16"
"2071"	"Zt09_chr_10_00223"	"darkorange"	"M26"
"2072"	"Zt09_chr_10_00224"	"midnightblue"	"M15"
"2073"	"Zt09_chr_10_00225"	"darkred"	"M21"
"2074"	"Zt09_chr_10_00226"	"turquoise"	"M1"
"2075"	"Zt09_chr_10_00227"	"grey"	"M0"
"2076"	"Zt09_chr_10_00229"	"lightgreen"	"M18"
"2077"	"Zt09_chr_10_00230"	"green"	"M5"
"2078"	"Zt09_chr_10_00231"	"green"	"M5"
"2079"	"Zt09_chr_10_00232"	"grey"	"M0"
"2080"	"Zt09_chr_10_00233"	"grey"	"M0"
"2081"	"Zt09_chr_10_00234"	"midnightblue"	"M15"
"2082"	"Zt09_chr_10_00235"	"turquoise"	"M1"
"2083"	"Zt09_chr_10_00236"	"green"	"M5"
"2084"	"Zt09_chr_10_00237"	"greenyellow"	"M11"
"2085"	"Zt09_chr_10_00238"	"lightcyan"	"M16"
"2086"	"Zt09_chr_10_00239"	"brown"	"M3"
"2087"	"Zt09_chr_10_00240"	"darkturquoise"	"M23"
"2088"	"Zt09_chr_10_00241"	"grey"	"M0"
"2089"	"Zt09_chr_10_00242"	"purple"	"M10"
"2090"	"Zt09_chr_10_00243"	"midnightblue"	"M15"
"2091"	"Zt09_chr_10_00244"	"darkorange"	"M26"
"2092"	"Zt09_chr_10_00245"	"grey"	"M0"
"2093"	"Zt09_chr_10_00246"	"grey"	"M0"
"2094"	"Zt09_chr_10_00247"	"blue"	"M2"
"2095"	"Zt09_chr_10_00250"	"grey"	"M0"
"2096"	"Zt09_chr_10_00251"	"brown"	"M3"
"2097"	"Zt09_chr_10_00252"	"lightgreen"	"M18"
"2098"	"Zt09_chr_10_00253"	"turquoise"	"M1"
"2099"	"Zt09_chr_10_00254"	"lightgreen"	"M18"
"2100"	"Zt09_chr_10_00255"	"darkgreen"	"M22"
"2101"	"Zt09_chr_10_00256"	"purple"	"M10"
"2102"	"Zt09_chr_10_00258"	"darkorange"	"M26"
"2103"	"Zt09_chr_10_00259"	"grey"	"M0"
"2104"	"Zt09_chr_10_00260"	"greenyellow"	"M11"
"2105"	"Zt09_chr_10_00261"	"blue"	"M2"
"2106"	"Zt09_chr_10_00262"	"green"	"M5"
"2107"	"Zt09_chr_10_00263"	"turquoise"	"M1"
"2108"	"Zt09_chr_10_00264"	"grey"	"M0"
"2109"	"Zt09_chr_10_00265"	"green"	"M5"
"2110"	"Zt09_chr_10_00266"	"grey"	"M0"
"2111"	"Zt09_chr_10_00267"	"greenyellow"	"M11"
"2112"	"Zt09_chr_10_00268"	"grey"	"M0"
"2113"	"Zt09_chr_10_00269"	"grey"	"M0"
"2114"	"Zt09_chr_10_00270"	"midnightblue"	"M15"
"2115"	"Zt09_chr_10_00271"	"grey"	"M0"
"2116"	"Zt09_chr_10_00272"	"purple"	"M10"
"2117"	"Zt09_chr_10_00273"	"brown"	"M3"
"2118"	"Zt09_chr_10_00274"	"green"	"M5"
"2119"	"Zt09_chr_10_00275"	"blue"	"M2"
"2120"	"Zt09_chr_10_00276"	"greenyellow"	"M11"
"2121"	"Zt09_chr_10_00277"	"blue"	"M2"
"2122"	"Zt09_chr_10_00278"	"turquoise"	"M1"
"2123"	"Zt09_chr_10_00279"	"grey"	"M0"
"2124"	"Zt09_chr_10_00280"	"grey"	"M0"
"2125"	"Zt09_chr_10_00281"	"brown"	"M3"
"2126"	"Zt09_chr_10_00282"	"brown"	"M3"
"2127"	"Zt09_chr_10_00284"	"brown"	"M3"
"2128"	"Zt09_chr_10_00285"	"blue"	"M2"
"2129"	"Zt09_chr_10_00286"	"darkturquoise"	"M23"
"2130"	"Zt09_chr_10_00287"	"brown"	"M3"
"2131"	"Zt09_chr_10_00288"	"green"	"M5"
"2132"	"Zt09_chr_10_00289"	"cyan"	"M14"
"2133"	"Zt09_chr_10_00290"	"cyan"	"M14"
"2134"	"Zt09_chr_10_00291"	"turquoise"	"M1"
"2135"	"Zt09_chr_10_00292"	"turquoise"	"M1"
"2136"	"Zt09_chr_10_00293"	"turquoise"	"M1"
"2137"	"Zt09_chr_10_00294"	"red"	"M6"
"2138"	"Zt09_chr_10_00295"	"brown"	"M3"
"2139"	"Zt09_chr_10_00296"	"blue"	"M2"
"2140"	"Zt09_chr_10_00297"	"blue"	"M2"
"2141"	"Zt09_chr_10_00298"	"brown"	"M3"
"2142"	"Zt09_chr_10_00299"	"green"	"M5"
"2143"	"Zt09_chr_10_00300"	"grey"	"M0"
"2144"	"Zt09_chr_10_00301"	"grey"	"M0"
"2145"	"Zt09_chr_10_00302"	"blue"	"M2"
"2146"	"Zt09_chr_10_00303"	"green"	"M5"
"2147"	"Zt09_chr_10_00308"	"grey"	"M0"
"2148"	"Zt09_chr_10_00309"	"grey"	"M0"
"2149"	"Zt09_chr_10_00310"	"grey"	"M0"
"2150"	"Zt09_chr_10_00311"	"grey"	"M0"
"2151"	"Zt09_chr_10_00312"	"grey"	"M0"
"2152"	"Zt09_chr_10_00313"	"cyan"	"M14"
"2153"	"Zt09_chr_10_00314"	"pink"	"M8"
"2154"	"Zt09_chr_10_00315"	"red"	"M6"
"2155"	"Zt09_chr_10_00316"	"grey"	"M0"
"2156"	"Zt09_chr_10_00317"	"midnightblue"	"M15"
"2157"	"Zt09_chr_10_00318"	"brown"	"M3"
"2158"	"Zt09_chr_10_00319"	"darkgreen"	"M22"
"2159"	"Zt09_chr_10_00320"	"blue"	"M2"
"2160"	"Zt09_chr_10_00321"	"grey"	"M0"
"2161"	"Zt09_chr_10_00322"	"grey"	"M0"
"2162"	"Zt09_chr_10_00323"	"pink"	"M8"
"2163"	"Zt09_chr_10_00324"	"lightgreen"	"M18"
"2164"	"Zt09_chr_10_00325"	"midnightblue"	"M15"
"2165"	"Zt09_chr_10_00326"	"grey"	"M0"
"2166"	"Zt09_chr_10_00327"	"grey"	"M0"
"2167"	"Zt09_chr_10_00328"	"lightcyan"	"M16"
"2168"	"Zt09_chr_10_00329"	"brown"	"M3"
"2169"	"Zt09_chr_10_00330"	"midnightblue"	"M15"
"2170"	"Zt09_chr_10_00331"	"grey"	"M0"
"2171"	"Zt09_chr_10_00332"	"lightgreen"	"M18"
"2172"	"Zt09_chr_10_00333"	"brown"	"M3"
"2173"	"Zt09_chr_10_00334"	"blue"	"M2"
"2174"	"Zt09_chr_10_00335"	"pink"	"M8"
"2175"	"Zt09_chr_10_00336"	"blue"	"M2"
"2176"	"Zt09_chr_10_00337"	"red"	"M6"
"2177"	"Zt09_chr_10_00338"	"grey"	"M0"
"2178"	"Zt09_chr_10_00339"	"blue"	"M2"
"2179"	"Zt09_chr_10_00340"	"green"	"M5"
"2180"	"Zt09_chr_10_00341"	"grey"	"M0"
"2181"	"Zt09_chr_10_00342"	"red"	"M6"
"2182"	"Zt09_chr_10_00343"	"grey"	"M0"
"2183"	"Zt09_chr_10_00344"	"red"	"M6"
"2184"	"Zt09_chr_10_00345"	"midnightblue"	"M15"
"2185"	"Zt09_chr_10_00346"	"darkorange"	"M26"
"2186"	"Zt09_chr_10_00347"	"green"	"M5"
"2187"	"Zt09_chr_10_00348"	"blue"	"M2"
"2188"	"Zt09_chr_10_00349"	"lightcyan"	"M16"
"2189"	"Zt09_chr_10_00350"	"grey"	"M0"
"2190"	"Zt09_chr_10_00351"	"pink"	"M8"
"2191"	"Zt09_chr_10_00352"	"green"	"M5"
"2192"	"Zt09_chr_10_00353"	"brown"	"M3"
"2193"	"Zt09_chr_10_00354"	"midnightblue"	"M15"
"2194"	"Zt09_chr_10_00355"	"brown"	"M3"
"2195"	"Zt09_chr_10_00356"	"pink"	"M8"
"2196"	"Zt09_chr_10_00357"	"midnightblue"	"M15"
"2197"	"Zt09_chr_10_00358"	"lightgreen"	"M18"
"2198"	"Zt09_chr_10_00359"	"lightgreen"	"M18"
"2199"	"Zt09_chr_10_00361"	"grey"	"M0"
"2200"	"Zt09_chr_10_00362"	"grey"	"M0"
"2201"	"Zt09_chr_10_00363"	"brown"	"M3"
"2202"	"Zt09_chr_10_00364"	"green"	"M5"
"2203"	"Zt09_chr_10_00365"	"pink"	"M8"
"2204"	"Zt09_chr_10_00366"	"pink"	"M8"
"2205"	"Zt09_chr_10_00367"	"greenyellow"	"M11"
"2206"	"Zt09_chr_10_00368"	"darkgrey"	"M24"
"2207"	"Zt09_chr_10_00369"	"brown"	"M3"
"2208"	"Zt09_chr_10_00370"	"cyan"	"M14"
"2209"	"Zt09_chr_10_00371"	"pink"	"M8"
"2210"	"Zt09_chr_10_00372"	"midnightblue"	"M15"
"2211"	"Zt09_chr_10_00373"	"purple"	"M10"
"2212"	"Zt09_chr_10_00374"	"greenyellow"	"M11"
"2213"	"Zt09_chr_10_00375"	"grey"	"M0"
"2214"	"Zt09_chr_10_00376"	"grey"	"M0"
"2215"	"Zt09_chr_10_00377"	"midnightblue"	"M15"
"2216"	"Zt09_chr_10_00378"	"purple"	"M10"
"2217"	"Zt09_chr_10_00379"	"red"	"M6"
"2218"	"Zt09_chr_10_00380"	"green"	"M5"
"2219"	"Zt09_chr_10_00381"	"blue"	"M2"
