"kWithin"	"Module"
"Zt09_chr_3_00654"	0.296978821588074	"M15"
"Zt09_chr_1_01508"	0.294791689146253	"M15"
"Zt09_chr_5_00530"	0.293348287916994	"M15"
"Zt09_chr_8_00586"	0.29142252622538	"M15"
"Zt09_chr_1_01604"	0.289695294470539	"M15"
"Zt09_chr_1_00610"	0.288653892093969	"M15"
"Zt09_chr_5_00125"	0.284149784922097	"M15"
"Zt09_chr_12_00083"	0.283500158766756	"M15"
"Zt09_chr_13_00146"	0.279934109029269	"M15"
"Zt09_chr_2_00789"	0.276832770765294	"M15"
"Zt09_chr_4_00307"	0.275847137152348	"M15"
"Zt09_chr_1_01518"	0.274380315980373	"M15"
"Zt09_chr_6_00219"	0.272210012034042	"M15"
"Zt09_chr_4_00432"	0.272146679366212	"M15"
"Zt09_chr_2_00828"	0.270349119714934	"M15"
"Zt09_chr_4_00198"	0.270312761644586	"M15"
"Zt09_chr_1_00806"	0.268780554279931	"M15"
"Zt09_chr_2_00812"	0.267956154537808	"M15"
"Zt09_chr_8_00484"	0.265139013483097	"M15"
"Zt09_chr_4_00390"	0.258919035423916	"M15"
"Zt09_chr_10_00330"	0.255785257349993	"M15"
"Zt09_chr_9_00422"	0.254812679565668	"M15"
"Zt09_chr_4_00378"	0.254560786940619	"M15"
"Zt09_chr_1_00929"	0.252908765270156	"M15"
"Zt09_chr_1_00893"	0.252769918258696	"M15"
"Zt09_chr_5_00196"	0.252538244891772	"M15"
"Zt09_chr_3_00198"	0.250486846200742	"M15"
"Zt09_chr_11_00020"	0.249501669690443	"M15"
"Zt09_chr_3_00088"	0.24735607762435	"M15"
"Zt09_chr_1_00356"	0.245022498183887	"M15"
"Zt09_chr_10_00092"	0.243518629103289	"M15"
"Zt09_chr_4_00140"	0.241219529283409	"M15"
"Zt09_chr_4_00301"	0.240645993500328	"M15"
"Zt09_chr_1_01866"	0.240437670424961	"M15"
"Zt09_chr_4_00618"	0.239304589059201	"M15"
"Zt09_chr_12_00310"	0.23927640239014	"M15"
"Zt09_chr_7_00519"	0.237905376033215	"M15"
"Zt09_chr_11_00082"	0.230078302667433	"M15"
"Zt09_chr_5_00776"	0.229298063526752	"M15"
"Zt09_chr_11_00433"	0.228827900863986	"M15"
"Zt09_chr_8_00125"	0.226818327114555	"M15"
"Zt09_chr_1_01738"	0.223092113654055	"M15"
"Zt09_chr_3_00349"	0.222837761875079	"M15"
"Zt09_chr_1_01414"	0.222160207911511	"M15"
"Zt09_chr_1_00199"	0.221824464992251	"M15"
"Zt09_chr_10_00146"	0.221476175063027	"M15"
"Zt09_chr_4_00840"	0.219030864377769	"M15"
"Zt09_chr_11_00027"	0.218572323269278	"M15"
"Zt09_chr_12_00028"	0.216635187644754	"M15"
"Zt09_chr_3_00135"	0.215307955193625	"M15"
"Zt09_chr_6_00462"	0.213550634912589	"M15"
"Zt09_chr_10_00080"	0.211248570000553	"M15"
"Zt09_chr_1_00517"	0.210957677094386	"M15"
"Zt09_chr_11_00369"	0.21011070067583	"M15"
"Zt09_chr_13_00330"	0.209537658672727	"M15"
"Zt09_chr_1_01628"	0.208759265062236	"M15"
"Zt09_chr_5_00584"	0.206517905229215	"M15"
"Zt09_chr_6_00466"	0.206230323227924	"M15"
"Zt09_chr_4_00521"	0.205883727725784	"M15"
"Zt09_chr_2_00430"	0.205235600135954	"M15"
"Zt09_chr_12_00130"	0.20374775631671	"M15"
"Zt09_chr_8_00725"	0.203174122904013	"M15"
"Zt09_chr_11_00175"	0.20294300756744	"M15"
"Zt09_chr_8_00200"	0.20224336139719	"M15"
"Zt09_chr_4_00369"	0.201179485085168	"M15"
"Zt09_chr_5_00423"	0.200230933860179	"M15"
"Zt09_chr_1_01939"	0.199584575900704	"M15"
"Zt09_chr_2_00159"	0.196386268149819	"M15"
"Zt09_chr_4_00291"	0.196087478173772	"M15"
"Zt09_chr_3_00160"	0.195979928770267	"M15"
"Zt09_chr_12_00257"	0.195562059662076	"M15"
"Zt09_chr_12_00016"	0.194636146796245	"M15"
"Zt09_chr_2_00215"	0.19451628512065	"M15"
"Zt09_chr_8_00061"	0.193313076624312	"M15"
"Zt09_chr_1_00589"	0.193231253430021	"M15"
"Zt09_chr_11_00168"	0.192979114468255	"M15"
"Zt09_chr_2_00817"	0.192112782942446	"M15"
"Zt09_chr_8_00043"	0.191148719673795	"M15"
"Zt09_chr_9_00441"	0.190901492537058	"M15"
"Zt09_chr_1_02045"	0.189505821588536	"M15"
"Zt09_chr_7_00357"	0.187747856018842	"M15"
"Zt09_chr_9_00283"	0.187676266955154	"M15"
"Zt09_chr_8_00174"	0.185987831565102	"M15"
"Zt09_chr_8_00220"	0.184177604438286	"M15"
"Zt09_chr_5_00191"	0.182786814208802	"M15"
"Zt09_chr_1_02014"	0.179415884692698	"M15"
"Zt09_chr_5_00591"	0.178189891807347	"M15"
"Zt09_chr_8_00114"	0.177144605625467	"M15"
"Zt09_chr_8_00059"	0.17697045714548	"M15"
"Zt09_chr_11_00345"	0.176909816820289	"M15"
"Zt09_chr_1_02066"	0.176409980004382	"M15"
"Zt09_chr_7_00271"	0.173690863596517	"M15"
"Zt09_chr_1_00873"	0.171501143548534	"M15"
"Zt09_chr_11_00140"	0.169992164793767	"M15"
"Zt09_chr_6_00363"	0.169586432850371	"M15"
"Zt09_chr_6_00116"	0.169405729295517	"M15"
"Zt09_chr_6_00164"	0.168653061843144	"M15"
"Zt09_chr_2_00909"	0.16854519864868	"M15"
"Zt09_chr_2_00768"	0.168307978326375	"M15"
"Zt09_chr_1_00966"	0.168177574228035	"M15"
"Zt09_chr_2_00553"	0.168076104624556	"M15"
"Zt09_chr_3_00402"	0.166729463116104	"M15"
"Zt09_chr_8_00492"	0.166515620139007	"M15"
"Zt09_chr_5_00516"	0.164756323094012	"M15"
"Zt09_chr_1_00529"	0.163871472127066	"M15"
"Zt09_chr_7_00361"	0.16334150791756	"M15"
"Zt09_chr_13_00082"	0.163262163930608	"M15"
"Zt09_chr_8_00459"	0.163253481361754	"M15"
"Zt09_chr_1_01984"	0.162945997495075	"M15"
"Zt09_chr_5_00237"	0.16219054203514	"M15"
"Zt09_chr_8_00147"	0.161736376712254	"M15"
"Zt09_chr_1_01231"	0.15933977850574	"M15"
"Zt09_chr_8_00509"	0.157749567169155	"M15"
"Zt09_chr_5_00032"	0.156544909536253	"M15"
"Zt09_chr_3_00263"	0.156423135836971	"M15"
"Zt09_chr_5_00571"	0.156379118222503	"M15"
"Zt09_chr_1_02008"	0.15617672712909	"M15"
"Zt09_chr_5_00777"	0.155975818733453	"M15"
"Zt09_chr_10_00389"	0.155248773367922	"M15"
"Zt09_chr_12_00276"	0.15434984155467	"M15"
"Zt09_chr_3_00350"	0.154148586959232	"M15"
"Zt09_chr_5_00823"	0.153709809354314	"M15"
"Zt09_chr_2_01095"	0.153607124404448	"M15"
"Zt09_chr_13_00243"	0.153522274983121	"M15"
"Zt09_chr_1_00054"	0.152818893445075	"M15"
"Zt09_chr_6_00106"	0.152740143828437	"M15"
"Zt09_chr_1_00277"	0.152453117448441	"M15"
"Zt09_chr_1_01691"	0.151201123494257	"M15"
"Zt09_chr_2_00566"	0.151180256305847	"M15"
"Zt09_chr_1_01145"	0.150460123602375	"M15"
"Zt09_chr_1_01463"	0.149478346189574	"M15"
"Zt09_chr_2_00191"	0.149300901077203	"M15"
"Zt09_chr_3_00096"	0.147888491715173	"M15"
"Zt09_chr_2_00991"	0.147226604938849	"M15"
"Zt09_chr_3_00136"	0.14608262982532	"M15"
"Zt09_chr_11_00161"	0.143006223504421	"M15"
"Zt09_chr_5_00724"	0.14195140680154	"M15"
"Zt09_chr_10_00038"	0.141898147368705	"M15"
"Zt09_chr_8_00184"	0.141417238262856	"M15"
"Zt09_chr_10_00372"	0.141151051313628	"M15"
"Zt09_chr_2_00363"	0.140690918911205	"M15"
"Zt09_chr_11_00334"	0.139341935980625	"M15"
"Zt09_chr_6_00668"	0.139163681212233	"M15"
"Zt09_chr_5_00185"	0.138866177527118	"M15"
"Zt09_chr_11_00034"	0.138844715831991	"M15"
"Zt09_chr_1_00477"	0.138555870353661	"M15"
"Zt09_chr_10_00325"	0.138514547910558	"M15"
"Zt09_chr_5_00332"	0.135964649407837	"M15"
"Zt09_chr_7_00404"	0.1349252619951	"M15"
"Zt09_chr_8_00071"	0.134399929934755	"M15"
"Zt09_chr_2_00360"	0.132549818515629	"M15"
"Zt09_chr_2_00462"	0.131753709785025	"M15"
"Zt09_chr_1_01510"	0.131523530690965	"M15"
"Zt09_chr_3_00105"	0.131333765625801	"M15"
"Zt09_chr_6_00582"	0.131257277884929	"M15"
"Zt09_chr_9_00487"	0.130690815472375	"M15"
"Zt09_chr_6_00397"	0.130467831035848	"M15"
"Zt09_chr_10_00192"	0.130187510185088	"M15"
"Zt09_chr_1_01693"	0.128362316950121	"M15"
"Zt09_chr_10_00213"	0.127975175613224	"M15"
"Zt09_chr_2_00513"	0.127904482961692	"M15"
"Zt09_chr_1_01915"	0.127139691534284	"M15"
"Zt09_chr_8_00324"	0.127079751404275	"M15"
"Zt09_chr_2_01224"	0.126715186905725	"M15"
"Zt09_chr_2_00335"	0.126594340525361	"M15"
"Zt09_chr_1_00124"	0.125918655403963	"M15"
"Zt09_chr_4_00028"	0.125592234492636	"M15"
"Zt09_chr_5_00159"	0.124666432671103	"M15"
"Zt09_chr_2_00588"	0.124474773193227	"M15"
"Zt09_chr_11_00313"	0.124130276447386	"M15"
"Zt09_chr_6_00510"	0.123730915391487	"M15"
"Zt09_chr_3_00988"	0.122792598332758	"M15"
"Zt09_chr_1_00421"	0.122430776576421	"M15"
"Zt09_chr_10_00432"	0.122168558374999	"M15"
"Zt09_chr_8_00181"	0.121733943232147	"M15"
"Zt09_chr_2_00301"	0.120970226035039	"M15"
"Zt09_chr_4_00259"	0.119463473131444	"M15"
"Zt09_chr_2_01203"	0.118705562256747	"M15"
"Zt09_chr_7_00270"	0.11801080952756	"M15"
"Zt09_chr_1_01466"	0.117510098989536	"M15"
"Zt09_chr_4_00087"	0.116484980006719	"M15"
"Zt09_chr_1_01561"	0.116474715594352	"M15"
"Zt09_chr_10_00418"	0.116005980698974	"M15"
"Zt09_chr_2_00431"	0.11600310473547	"M15"
"Zt09_chr_3_00298"	0.1149670580571	"M15"
"Zt09_chr_3_00295"	0.114170655471396	"M15"
"Zt09_chr_1_01146"	0.113608293271407	"M15"
"Zt09_chr_3_00819"	0.113413583480894	"M15"
"Zt09_chr_9_00474"	0.113229905768539	"M15"
"Zt09_chr_6_00277"	0.112537352703311	"M15"
"Zt09_chr_12_00076"	0.112057426274737	"M15"
"Zt09_chr_16_00013"	0.111825646841626	"M15"
"Zt09_chr_8_00486"	0.111560782673721	"M15"
"Zt09_chr_1_01897"	0.111551536974319	"M15"
"Zt09_chr_4_00477"	0.11153292875576	"M15"
"Zt09_chr_4_00534"	0.111330572111579	"M15"
"Zt09_chr_4_00156"	0.111326413195489	"M15"
"Zt09_chr_1_00601"	0.111090612949866	"M15"
"Zt09_chr_8_00500"	0.110731366132382	"M15"
"Zt09_chr_5_00050"	0.110405001947472	"M15"
"Zt09_chr_1_01478"	0.109847232643112	"M15"
"Zt09_chr_9_00548"	0.109845504388454	"M15"
"Zt09_chr_8_00417"	0.109731271271186	"M15"
"Zt09_chr_3_00527"	0.109198097355078	"M15"
"Zt09_chr_1_00175"	0.108821487617974	"M15"
"Zt09_chr_5_00745"	0.10858171735455	"M15"
"Zt09_chr_2_00237"	0.107737195386668	"M15"
"Zt09_chr_11_00472"	0.107201521129198	"M15"
"Zt09_chr_4_00603"	0.107013602504253	"M15"
"Zt09_chr_1_00578"	0.106488510684864	"M15"
"Zt09_chr_4_00121"	0.104979740342077	"M15"
"Zt09_chr_3_00723"	0.104271330876999	"M15"
"Zt09_chr_6_00268"	0.1020241876475	"M15"
"Zt09_chr_1_02101"	0.101693185172687	"M15"
"Zt09_chr_8_00587"	0.100362343608192	"M15"
"Zt09_chr_10_00040"	0.100109130292718	"M15"
"Zt09_chr_1_01800"	0.0994667024233029	"M15"
"Zt09_chr_3_00576"	0.0988511200853506	"M15"
"Zt09_chr_6_00318"	0.097577943480614	"M15"
"Zt09_chr_12_00071"	0.0963218926390321	"M15"
"Zt09_chr_7_00118"	0.0956861734967364	"M15"
"Zt09_chr_1_00813"	0.0952972363233371	"M15"
"Zt09_chr_7_00128"	0.0938281262243159	"M15"
"Zt09_chr_4_00739"	0.0934601774076559	"M15"
"Zt09_chr_3_00632"	0.0934391648735764	"M15"
"Zt09_chr_4_00211"	0.0929993485679803	"M15"
"Zt09_chr_11_00346"	0.0929906096015661	"M15"
"Zt09_chr_3_00228"	0.0928404509504594	"M15"
"Zt09_chr_1_01267"	0.0919869772740606	"M15"
"Zt09_chr_1_00915"	0.0913210877355167	"M15"
"Zt09_chr_7_00107"	0.0910231366277352	"M15"
"Zt09_chr_5_00690"	0.0905218805537662	"M15"
"Zt09_chr_9_00529"	0.0904430843547064	"M15"
"Zt09_chr_2_00214"	0.0899762434728042	"M15"
"Zt09_chr_1_02002"	0.0899171593805252	"M15"
"Zt09_chr_4_00370"	0.089854807517057	"M15"
"Zt09_chr_3_00450"	0.089720564624428	"M15"
"Zt09_chr_10_00234"	0.0896616247736395	"M15"
"Zt09_chr_5_00326"	0.0894445331327849	"M15"
"Zt09_chr_2_01055"	0.0894234766755488	"M15"
"Zt09_chr_6_00551"	0.0887714582081136	"M15"
"Zt09_chr_5_00386"	0.0861426492275138	"M15"
"Zt09_chr_7_00302"	0.0852946613370979	"M15"
"Zt09_chr_4_00635"	0.085275658219391	"M15"
"Zt09_chr_1_02041"	0.0848179156791388	"M15"
"Zt09_chr_1_01433"	0.0844401021939072	"M15"
"Zt09_chr_10_00063"	0.0836770378361718	"M15"
"Zt09_chr_3_00107"	0.0836416700111818	"M15"
"Zt09_chr_1_00618"	0.0835868037572612	"M15"
"Zt09_chr_2_00162"	0.0832922265442641	"M15"
"Zt09_chr_5_00791"	0.0832297722079165	"M15"
"Zt09_chr_12_00066"	0.0827094469225414	"M15"
"Zt09_chr_2_00275"	0.0821421169539673	"M15"
"Zt09_chr_8_00517"	0.0820865711845183	"M15"
"Zt09_chr_3_00558"	0.081375642285857	"M15"
"Zt09_chr_2_00089"	0.0804725757413725	"M15"
"Zt09_chr_3_00950"	0.0804452681229762	"M15"
"Zt09_chr_8_00044"	0.080224285637955	"M15"
"Zt09_chr_2_00150"	0.0800995432182946	"M15"
"Zt09_chr_1_01801"	0.0794850093023088	"M15"
"Zt09_chr_11_00351"	0.0789450814869281	"M15"
"Zt09_chr_4_00587"	0.0772661814396251	"M15"
"Zt09_chr_3_00809"	0.0768856450179432	"M15"
"Zt09_chr_4_00706"	0.0752962497828563	"M15"
"Zt09_chr_2_00103"	0.0752130059243891	"M15"
"Zt09_chr_10_00317"	0.0751928403005352	"M15"
"Zt09_chr_7_00418"	0.0750308260688722	"M15"
"Zt09_chr_4_00614"	0.0741935420459524	"M15"
"Zt09_chr_4_00745"	0.074025048218963	"M15"
"Zt09_chr_1_00493"	0.0739777723868467	"M15"
"Zt09_chr_2_00844"	0.0736702281880937	"M15"
"Zt09_chr_3_00710"	0.0735386173372929	"M15"
"Zt09_chr_2_00992"	0.0732471107372847	"M15"
"Zt09_chr_6_00244"	0.0731596937732202	"M15"
"Zt09_chr_10_00224"	0.0730323595223581	"M15"
"Zt09_chr_8_00468"	0.0729928607729958	"M15"
"Zt09_chr_4_00672"	0.0727660671145049	"M15"
"Zt09_chr_11_00007"	0.0719524110933448	"M15"
"Zt09_chr_9_00424"	0.0717565228336804	"M15"
"Zt09_chr_5_00299"	0.0715980302970074	"M15"
"Zt09_chr_3_00879"	0.0711743613117113	"M15"
"Zt09_chr_3_01106"	0.0711024816810787	"M15"
"Zt09_chr_5_00365"	0.0708996945443029	"M15"
"Zt09_chr_5_00589"	0.0708955374595891	"M15"
"Zt09_chr_8_00350"	0.0704934760860064	"M15"
"Zt09_chr_11_00376"	0.0703430848141997	"M15"
"Zt09_chr_3_00719"	0.0698504202491578	"M15"
"Zt09_chr_2_00304"	0.0687494255393738	"M15"
"Zt09_chr_2_00938"	0.068653639963232	"M15"
"Zt09_chr_10_00357"	0.0684637255606726	"M15"
"Zt09_chr_7_00451"	0.0681331653775868	"M15"
"Zt09_chr_3_00884"	0.0680652965600941	"M15"
"Zt09_chr_2_00516"	0.0676968750722244	"M15"
"Zt09_chr_11_00348"	0.0665712217502613	"M15"
"Zt09_chr_3_00371"	0.0665545012849992	"M15"
"Zt09_chr_1_01360"	0.0663850709704619	"M15"
"Zt09_chr_4_00689"	0.0663444434801501	"M15"
"Zt09_chr_7_00091"	0.0661665268317906	"M15"
"Zt09_chr_5_00224"	0.0656282526575561	"M15"
"Zt09_chr_13_00062"	0.06545603886203	"M15"
"Zt09_chr_8_00372"	0.0652553518702811	"M15"
"Zt09_chr_5_00166"	0.0649984890115754	"M15"
"Zt09_chr_5_00245"	0.0649495103668292	"M15"
"Zt09_chr_7_00382"	0.0648362091989336	"M15"
"Zt09_chr_5_00604"	0.0641478000503056	"M15"
"Zt09_chr_1_00666"	0.0640488666467351	"M15"
"Zt09_chr_2_00830"	0.0636155942437202	"M15"
"Zt09_chr_9_00491"	0.0635918209302155	"M15"
"Zt09_chr_1_00770"	0.0629763269729204	"M15"
"Zt09_chr_11_00106"	0.0622336425076532	"M15"
"Zt09_chr_2_01003"	0.062136073721996	"M15"
"Zt09_chr_8_00475"	0.0612460874734011	"M15"
"Zt09_chr_4_00044"	0.0611476038021408	"M15"
"Zt09_chr_1_01925"	0.0609608681069333	"M15"
"Zt09_chr_2_00174"	0.0607130116545524	"M15"
"Zt09_chr_10_00388"	0.0597532831411783	"M15"
"Zt09_chr_8_00351"	0.0595360228645378	"M15"
"Zt09_chr_2_00856"	0.0591263954288917	"M15"
"Zt09_chr_5_00155"	0.0585477694391879	"M15"
"Zt09_chr_1_00475"	0.0585417028352251	"M15"
"Zt09_chr_9_00597"	0.057828676034726	"M15"
"Zt09_chr_1_01736"	0.0577901003980117	"M15"
"Zt09_chr_3_00588"	0.0577765355219669	"M15"
"Zt09_chr_5_00769"	0.0573205237407998	"M15"
"Zt09_chr_4_00210"	0.056287168692338	"M15"
"Zt09_chr_7_00165"	0.0562425803709769	"M15"
"Zt09_chr_2_00013"	0.0562403082276772	"M15"
"Zt09_chr_5_00615"	0.0561722674176911	"M15"
"Zt09_chr_12_00073"	0.0559150459449186	"M15"
"Zt09_chr_6_00532"	0.055688690628706	"M15"
"Zt09_chr_11_00308"	0.0553756441399052	"M15"
"Zt09_chr_2_00019"	0.0553272599563627	"M15"
"Zt09_chr_8_00304"	0.0543477259734797	"M15"
"Zt09_chr_2_00711"	0.0536444508311127	"M15"
"Zt09_chr_1_00625"	0.0531632624372302	"M15"
"Zt09_chr_3_00469"	0.052860372227402	"M15"
"Zt09_chr_2_00084"	0.0527517609189589	"M15"
"Zt09_chr_8_00506"	0.0525560244344218	"M15"
"Zt09_chr_2_00662"	0.0524566152115012	"M15"
"Zt09_chr_8_00656"	0.0516025933888142	"M15"
"Zt09_chr_3_00866"	0.0515960792164723	"M15"
"Zt09_chr_7_00403"	0.0510209415240371	"M15"
"Zt09_chr_1_00363"	0.051001856245695	"M15"
"Zt09_chr_4_00512"	0.0507689819455521	"M15"
"Zt09_chr_1_00876"	0.0504330050374198	"M15"
"Zt09_chr_1_01061"	0.0503168319698156	"M15"
"Zt09_chr_5_00483"	0.0502935177335243	"M15"
"Zt09_chr_13_00105"	0.050164715558336	"M15"
"Zt09_chr_2_00098"	0.0499408978933705	"M15"
"Zt09_chr_2_00076"	0.0494621915667825	"M15"
"Zt09_chr_11_00097"	0.0494477998793171	"M15"
"Zt09_chr_8_00314"	0.0490420756428295	"M15"
"Zt09_chr_4_00239"	0.0488602733701659	"M15"
"Zt09_chr_13_00093"	0.0487243076367784	"M15"
"Zt09_chr_1_01277"	0.0482407327465226	"M15"
"Zt09_chr_2_00460"	0.0481673879065316	"M15"
"Zt09_chr_1_02115"	0.0475295123540766	"M15"
"Zt09_chr_2_00666"	0.0473575191872206	"M15"
"Zt09_chr_11_00509"	0.0470526603085913	"M15"
"Zt09_chr_2_00368"	0.0469526759157837	"M15"
"Zt09_chr_3_01090"	0.0466919409082382	"M15"
"Zt09_chr_1_01919"	0.0464327495638308	"M15"
"Zt09_chr_1_01799"	0.0462983104868947	"M15"
"Zt09_chr_12_00281"	0.0461443363266634	"M15"
"Zt09_chr_3_00932"	0.0457310673158756	"M15"
"Zt09_chr_4_00074"	0.0456506675043814	"M15"
"Zt09_chr_1_00430"	0.0454960901696979	"M15"
"Zt09_chr_2_00005"	0.0454758324531304	"M15"
"Zt09_chr_1_01880"	0.0448588386976329	"M15"
"Zt09_chr_2_00337"	0.0445173410412028	"M15"
"Zt09_chr_8_00532"	0.0445095351833309	"M15"
"Zt09_chr_9_00513"	0.0443019873015519	"M15"
"Zt09_chr_12_00117"	0.0441878503278622	"M15"
"Zt09_chr_9_00336"	0.0441248818305577	"M15"
"Zt09_chr_6_00399"	0.0439080024274915	"M15"
"Zt09_chr_9_00172"	0.0438803688692899	"M15"
"Zt09_chr_4_00208"	0.0433337956910239	"M15"
"Zt09_chr_6_00553"	0.0431457201119466	"M15"
"Zt09_chr_7_00346"	0.0431156420116077	"M15"
"Zt09_chr_1_01988"	0.0430043404075923	"M15"
"Zt09_chr_7_00199"	0.0429874634873269	"M15"
"Zt09_chr_5_00362"	0.0429100098886546	"M15"
"Zt09_chr_2_00421"	0.0425955833311	"M15"
"Zt09_chr_3_00596"	0.0425046831797917	"M15"
"Zt09_chr_2_00606"	0.042466887055552	"M15"
"Zt09_chr_9_00304"	0.0424054319823904	"M15"
"Zt09_chr_2_00773"	0.0422371855462256	"M15"
"Zt09_chr_5_00192"	0.0418978727244075	"M15"
"Zt09_chr_7_00506"	0.0414071500957081	"M15"
"Zt09_chr_10_00541"	0.0408908255251659	"M15"
"Zt09_chr_1_01846"	0.0408210865761994	"M15"
"Zt09_chr_1_00722"	0.0407717198657163	"M15"
"Zt09_chr_3_00409"	0.0403724590493576	"M15"
"Zt09_chr_1_01661"	0.0401332701254964	"M15"
"Zt09_chr_8_00427"	0.0399676430207672	"M15"
"Zt09_chr_3_00555"	0.0398649909287429	"M15"
"Zt09_chr_1_00091"	0.0396573143363541	"M15"
"Zt09_chr_3_00009"	0.0396106887564062	"M15"
"Zt09_chr_7_00259"	0.0391793697600128	"M15"
"Zt09_chr_9_00110"	0.0382991972444057	"M15"
"Zt09_chr_13_00024"	0.0382781977335059	"M15"
"Zt09_chr_7_00457"	0.0380826006236615	"M15"
"Zt09_chr_5_00422"	0.0379629379670747	"M15"
"Zt09_chr_1_02092"	0.0379566059693217	"M15"
"Zt09_chr_8_00709"	0.03770991511659	"M15"
"Zt09_chr_1_00790"	0.0375868119657807	"M15"
"Zt09_chr_11_00494"	0.0374966278614687	"M15"
"Zt09_chr_4_00579"	0.0374516739087424	"M15"
"Zt09_chr_1_00905"	0.0371891536487225	"M15"
"Zt09_chr_13_00011"	0.0370815235049432	"M15"
"Zt09_chr_1_02080"	0.0367775269384427	"M15"
"Zt09_chr_1_01899"	0.0363133727336273	"M15"
"Zt09_chr_11_00295"	0.0358663700484988	"M15"
"Zt09_chr_5_00739"	0.0354090132896577	"M15"
"Zt09_chr_8_00290"	0.0352747985157274	"M15"
"Zt09_chr_8_00294"	0.0349732308712698	"M15"
"Zt09_chr_2_01155"	0.0347245125569561	"M15"
"Zt09_chr_4_00116"	0.0345918772525429	"M15"
"Zt09_chr_2_01109"	0.034164087237799	"M15"
"Zt09_chr_7_00004"	0.0331916143452306	"M15"
"Zt09_chr_3_00071"	0.0331208752679358	"M15"
"Zt09_chr_3_00003"	0.0330959946574942	"M15"
"Zt09_chr_5_00227"	0.0329195847176439	"M15"
"Zt09_chr_12_00191"	0.0329113272214303	"M15"
"Zt09_chr_10_00027"	0.0328881089096807	"M15"
"Zt09_chr_5_00518"	0.0327927113907899	"M15"
"Zt09_chr_3_00341"	0.0322931127269727	"M15"
"Zt09_chr_1_01783"	0.0322235785131009	"M15"
"Zt09_chr_8_00284"	0.032098854871018	"M15"
"Zt09_chr_10_00217"	0.0319759476153046	"M15"
"Zt09_chr_3_01098"	0.031785470586726	"M15"
"Zt09_chr_4_00382"	0.0315925958304121	"M15"
"Zt09_chr_2_00983"	0.0313421228652626	"M15"
"Zt09_chr_9_00298"	0.0308890653721894	"M15"
"Zt09_chr_11_00105"	0.0307868666284959	"M15"
"Zt09_chr_2_00776"	0.0304537008947853	"M15"
"Zt09_chr_1_00596"	0.030410653376232	"M15"
"Zt09_chr_8_00400"	0.0303446714956999	"M15"
"Zt09_chr_3_00724"	0.0298380126671016	"M15"
"Zt09_chr_2_00704"	0.0293654267627781	"M15"
"Zt09_chr_11_00429"	0.0291907750020892	"M15"
"Zt09_chr_1_01852"	0.0291707407527047	"M15"
"Zt09_chr_2_01231"	0.0289083245561097	"M15"
"Zt09_chr_2_00577"	0.0288538670344529	"M15"
"Zt09_chr_6_00101"	0.0287869439157927	"M15"
"Zt09_chr_10_00354"	0.0285593782381942	"M15"
"Zt09_chr_5_00031"	0.0285415241061777	"M15"
"Zt09_chr_12_00440"	0.0282127945165662	"M15"
"Zt09_chr_5_00738"	0.0281895742465775	"M15"
"Zt09_chr_4_00723"	0.0279696759249682	"M15"
"Zt09_chr_6_00359"	0.0279321792625584	"M15"
"Zt09_chr_13_00288"	0.0278408253765983	"M15"
"Zt09_chr_8_00344"	0.0278031373961538	"M15"
"Zt09_chr_6_00269"	0.0278002518562177	"M15"
"Zt09_chr_2_00361"	0.0277298040973049	"M15"
"Zt09_chr_3_00620"	0.0275579907027148	"M15"
"Zt09_chr_3_01099"	0.0273718544576703	"M15"
"Zt09_chr_13_00289"	0.0271768001365447	"M15"
"Zt09_chr_19_00007"	0.0263473180825501	"M15"
"Zt09_chr_3_00807"	0.0260888747724352	"M15"
"Zt09_chr_3_00908"	0.0259652417402637	"M15"
"Zt09_chr_6_00535"	0.0259456871155452	"M15"
"Zt09_chr_6_00687"	0.0257188950681617	"M15"
"Zt09_chr_3_01020"	0.0257158035853318	"M15"
"Zt09_chr_2_00543"	0.025062808759077	"M15"
"Zt09_chr_4_00218"	0.0246038357134145	"M15"
"Zt09_chr_3_00609"	0.0245629212763138	"M15"
"Zt09_chr_2_00879"	0.0245486308047781	"M15"
"Zt09_chr_3_00449"	0.0245359720391053	"M15"
"Zt09_chr_7_00394"	0.0244198891941833	"M15"
"Zt09_chr_2_00514"	0.0241955069494077	"M15"
"Zt09_chr_5_00477"	0.0240856262905397	"M15"
"Zt09_chr_7_00467"	0.0235786393279796	"M15"
"Zt09_chr_8_00227"	0.0235622282181552	"M15"
"Zt09_chr_3_00074"	0.0234009476698138	"M15"
"Zt09_chr_10_00270"	0.0231670523000618	"M15"
"Zt09_chr_6_00060"	0.0230141823203817	"M15"
"Zt09_chr_5_00201"	0.0228644718529132	"M15"
"Zt09_chr_3_00628"	0.0228066552615484	"M15"
"Zt09_chr_1_01882"	0.0227528422139328	"M15"
"Zt09_chr_4_00330"	0.0222706375714116	"M15"
"Zt09_chr_1_02007"	0.0222185293902762	"M15"
"Zt09_chr_2_00386"	0.0219889959017899	"M15"
"Zt09_chr_13_00138"	0.0216545904379732	"M15"
"Zt09_chr_2_00965"	0.0215147704768403	"M15"
"Zt09_chr_3_00379"	0.0214678815853919	"M15"
"Zt09_chr_1_01594"	0.0214263390435842	"M15"
"Zt09_chr_8_00491"	0.021233575147456	"M15"
"Zt09_chr_6_00145"	0.0210879461050983	"M15"
"Zt09_chr_3_00736"	0.0210500235022037	"M15"
